arxiv_identity	first_public_utc	title	categories	screening_route	denominator_action	closure_reason	withdrawal_status
2608.30201v1	2026-08-31T03:32:04Z	Certified Safety Radii in Forecast-Error Space for Wasserstein Distributionally Robust Small Signal Stability-Constrained AC Optimal Power Flow via Lifted Spectrahedral Containment	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30202v1	2026-08-31T03:32:12Z	ReLViC: Loss-Resilient Learned Video Coding with Dispersed Packetization and Controllable Packet Dependencies	eess.IV,cs.MM	triggered-backstop-check	pre-denominator closure	triggered-backstop category without a qualifying Daily trigger or durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30203v1	2026-08-31T03:33:33Z	Rival-Injective Allocations: Support-List Structure and Maximum-Anchor EFX$_0$ Certificates	cs.GT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30204v1	2026-08-31T03:34:35Z	When Models Hear What They Expect: Diagnosing Prosodic Heuristics in Multimodal Sarcasm Detection	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30205v1	2026-08-31T03:35:35Z	Diffusion-Based Refinement for Kilometer-Scale Probabilistic Precipitation Nowcasting	cs.LG,physics.ao-ph	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30206v1	2026-08-31T03:39:04Z	Agentic Quantum Deep Reinforcement Learning for RAN Slicing	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30207v1	2026-08-31T03:39:43Z	SIR: Self-improving Red-teaming for Compute Use Agents	cs.CR,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30208v1	2026-08-31T03:41:19Z	Sharp Dispersive and Strichartz Estimates for the Neumann Cylindrical Wave Model	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30209v1	2026-08-31T03:44:54Z	DICS: Exploring Data Intrinsic Consistency for Visual Instruction Selection	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30210v1	2026-08-31T03:45:42Z	Frontier vision-language models have overtaken young adults at detecting AI-generated portraits -- but not their calibration	cs.HC,cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30211v1	2026-08-31T03:47:25Z	Parameter-uniform Robin uniqueness on large dilations	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30212v1	2026-08-31T03:48:02Z	A Painlevé equation for the Hörmander-Bernhardsson constant	math.CA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30213v1	2026-08-31T03:53:25Z	Towards a Joint Khmer Text Recognition and Word Segmentation	cs.CV,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30214v1	2026-08-31T03:55:30Z	SPARK: Skeleton-Guided Reasoning Synthesis from Large-Scale Scientific Literature	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30215v1	2026-08-31T03:58:52Z	Control of Decommissioned Satellites and Space Debris Using CubeSats with Ion Electrospray Engines	eess.SY	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30216v1	2026-08-31T04:01:02Z	Label Semantic Expansion via Label Guided Neural Topic Modeling	cs.CL,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30217v1	2026-08-31T04:03:06Z	Compactification of $\operatorname{SL}(3,\mathbb{C})$-Character Varieties of Surfaces via Skein Algebras	math.AG,math.CO,math.GT	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30218v1	2026-08-31T04:04:04Z	Amortized Anchor Refinement for Deployable Continuous-Time 4D Gaussian Reconstruction	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30219v1	2026-08-31T04:06:10Z	Does the Power-Law Advantage in the Tails Outweigh the Global q-Gaussian Description?	physics.soc-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30220v1	2026-08-31T04:08:53Z	Contrast-Free Autonomous Navigation of Untethered Endovascular Microrobots Using Single-Plane Fluoroscopy	cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30221v1	2026-08-31T04:10:35Z	Cubic-Root Gaussian Approximation under Unrestricted Covariance	math.ST	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30222v1	2026-08-31T04:10:42Z	Optimized Modular Design and Development of a Tilt-Rotor Bicopter Drone	cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30223v1	2026-08-31T04:11:21Z	Fairness in multi-class multi-group classification problems via contextial coherent risk measures	stat.ML,cs.LG	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30224v1	2026-08-31T04:11:39Z	The Differential Reasoning Router: Operationalizing Cost-Aware LLM Annotation in E-commerce	cs.CL,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30225v1	2026-08-31T04:13:30Z	Redefining Stablecoins from Nominal to Real Value: A Maximum Likelihood Approach	cs.CE,econ.EM	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30226v1	2026-08-31T04:20:31Z	LaMoC: Loss-Aware Modular Compression for LLMs	cs.AI,cs.CL,cs.PF	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30227v1	2026-08-31T04:23:30Z	ELASTIC: Trajectory-Based Synchronization of Event and Tracking Data in Soccer	cs.DB	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30228v1	2026-08-31T04:28:07Z	SpiderLS: Leveraging Full ZX Reduction for Lattice Surgery Compilation	quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30229v1	2026-08-31T04:28:14Z	Quantifying and Mitigating Korean Jamo-Level Typographical Vulnerabilities in Large Language Models	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30230v1	2026-08-31T04:33:05Z	Rethinking the Test-Time Prompt Tuning Objective from the Perspective of Calibration	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30231v1	2026-08-31T04:36:37Z	"""More Is Different'' in Neural Circuits: Algebraic Emergence of Effective Theories in Canonical Recurrent Motifs of Biological Neuronal Networks"	q-bio.NC,cs.FL,cs.NE,nlin.CD,physics.bio-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
