source_family_id	arxiv_id	screening_route	title	decision	owner	reason	title_abstract_sha256
SF-2026-ARXIV-2606-27733	2606.27733	not_routed_by_keyword_contract	BashCoder-R1: Towards Robust and Explainable Bash Code Generation with Robustness-Aware Group Relative Policy Optimization	closure	—	《BashCoder-R1: Towards Robust and Explainable Bash Code Generation with Robustness-Aware Group Relative Policy Optimization》的摘要问题为：Bash scripts are critical for system administration, DevOps, and CI/CD, where code quality affects stability and security.  本 family 的边界判断：综述、立场或尚未验证的框架没有形成可写入长期系统判断的 primary mechanism/evaluation delta。	74abe7372ea79125c47ce02a3e2a0abe20d710d08bd6ddf7ec356b12fa369e70
SF-2026-ARXIV-2606-27736	2606.27736	core_daily_semantic_review_required	ToE: A Hierarchical and Explainable Claim Verification Framework with Dynamic Multi-source Evidence Retrieval and Aggregation	closure	—	《ToE: A Hierarchical and Explainable Claim Verification Framework with Dynamic Multi-source Evidence Retrieval and Aggregation》的摘要问题为：The rapid spread of fake news poses increasing threats to information ecosystems, especially as AI-generated misinformation under Generative Engine Optimization (GEO) poisoning allows adversarially crafted content to be systematically surfaced by retrieval systems, contaminating LLM reasoning.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	899f3747a799e02398202a0e0b2ac57e1532738dfd5cbe9bf8251dcb73ea8344
SF-2026-ARXIV-2606-27737	2606.27737	core_daily_semantic_review_required	Reduction of Probabilistic Chemical Reaction Networks	closure	—	《Reduction of Probabilistic Chemical Reaction Networks》的摘要问题为：Programming adaptive behaviors at the cellular level is a long-standing goal that raises the question of how probabilistic computation can be implemented in biochemical systems.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	650e790ac37c8bab848dd7aa90bdb0db6a4a4cfb15fcec8469abee1c5be9fafa
SF-2026-ARXIV-2606-27739	2606.27739	core_daily_semantic_review_required	The Weakest Link Tells It All: Outcome-Supervised Process Reward Modeling via Learnable Credit Assignment	retain	TRAIN-GRPO	把 outcome-supervised PRM 的 step credit assignment 表述为 weakest-link multiple-instance learning。	8c234b358c33c1c70a565b8d5b4840f99174ec4ea31a9b6b8f3fb28183da3f03
SF-2026-ARXIV-2606-27741	2606.27741	keyword_daily_semantic_review_required	SIFT: Self-Imagination Fine-Tuning for Physically Plausible Motion in Video Diffusion Models	closure	—	《SIFT: Self-Imagination Fine-Tuning for Physically Plausible Motion in Video Diffusion Models》的摘要问题为：Recent advances in video diffusion models have greatly improved visual fidelity, yet their generated motions often violate physical plausibility.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	6815ea6fb3bb842add76334670ef0baa62a4f7743be583fdaac14296172880ff
SF-2026-ARXIV-2606-27742	2606.27742	core_daily_semantic_review_required	KG2Cypher: Data-Centric Pipeline for Building Enterprise Text-to-Cypher Systems	closure	—	《KG2Cypher: Data-Centric Pipeline for Building Enterprise Text-to-Cypher Systems》的摘要问题为：Enterprise Knowledge Graphs (KGs) are increasingly used for internal search, analytics, and question answering, but building natural-language interfaces for private enterprise graphs remains costly.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	a3b1fcf56d0d2e23a0e73a83405a81045772fc08d7c3ea0c1a585dd76e6173b7
SF-2026-ARXIV-2606-27743	2606.27743	core_daily_semantic_review_required	End-to-End Dynamic Sparsity for Resource-Adaptive LLM Inference	retain	INFER-SCHEDULING	把 layer/head/token compute footprint 变成由输入与实时资源预算共同控制的 runtime policy state。	96238292329e1e8e0aa8c8d10de9bd25c23ff8cc5a0d88894e00a876a6677b2a
SF-2026-ARXIV-2606-27745	2606.27745	not_routed_by_keyword_contract	Panoramic Scene Understanding: A Survey from Distortion-Aware Engineering to Sphere-Native Modeling	closure	—	《Panoramic Scene Understanding: A Survey from Distortion-Aware Engineering to Sphere-Native Modeling》的摘要问题为：Panoramic images capture the full visual sphere in a frame, offering context unavailable to conventional cameras.  本 family 的边界判断：综述、立场或尚未验证的框架没有形成可写入长期系统判断的 primary mechanism/evaluation delta。	4fbd71a8fc421e5084ca8b9a10f4760dbfe4ed32b055ea8e9a54fc08ddef7ce7
SF-2026-ARXIV-2606-27747	2606.27747	not_routed_by_keyword_contract	UNICS: Multilingual Code Search via Unified Pseudocode and Contrastive Transfer Learning	closure	—	《UNICS: Multilingual Code Search via Unified Pseudocode and Contrastive Transfer Learning》的摘要问题为：While pre-trained models have achieved remarkable success in code search, their multilingual capabilities remain a major hurdle, plagued by data imbalance, cross-lingual semantic interference, and the loss of critical information from existing unified representations like Abstract Syntax Trees (ASTs) or Intermediate Re 本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	74a44e076cf06fee4cacca286d2bcb963e8392424389dc4ebe8230fe449c2d9e
SF-2026-ARXIV-2606-27748	2606.27748	core_daily_semantic_review_required	Flexformer: Flexible Linear Transformer with Learnable Attention Kernel	closure	—	《Flexformer: Flexible Linear Transformer with Learnable Attention Kernel》的摘要问题为：Transformer models rely on attention mechanism to capture long-range dependencies but suffer from quadratic complexity, limiting their scalability to long sequences.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	7b7ef1854afe305bf1eda06b7ad3ccd3da8a04f3f336345d69a7c24f53498f90
SF-2026-ARXIV-2606-27750	2606.27750	core_daily_semantic_review_required	Lightweight Multi-Vehicle Collaborative Perception Acceleration with Fusion Position Adjustment	closure	—	《Lightweight Multi-Vehicle Collaborative Perception Acceleration with Fusion Position Adjustment》的摘要问题为：Multi-vehicle collaborative perception (MvCP) is considered as a key technology to facilitate automated driving (AD), where real-time MvCP under limited resources is significant for reliable AD.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	ce5de9adb6a95ca19cf2f2d220e6a927568a79654fcb1fca87489f7d2f602be0
SF-2026-ARXIV-2606-27751	2606.27751	core_daily_semantic_review_required	From General-Purpose Audio Tagging to Spatially Grounded Sound Event Localization and Detection	closure	—	《From General-Purpose Audio Tagging to Spatially Grounded Sound Event Localization and Detection》的摘要问题为：This report investigates the extension of pretrained General-Purpose Audio Tagging (GP-AT) models toward spatially grounded Sound Event Localization and Detection (SELD).  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	0b64adacef3dae1ccc9fb34fac3a5d0a914c94f590b7fd3c5ee2ee5922186304
SF-2026-ARXIV-2606-27752	2606.27752	core_daily_semantic_review_required	PerturbCellRL: Verifier-Guided Reinforcement Learning for Single-Cell Perturbation Prediction	closure	—	《PerturbCellRL: Verifier-Guided Reinforcement Learning for Single-Cell Perturbation Prediction》的摘要问题为：Single-cell perturbation models can reduce costly wet-lab screening by predicting how cells respond transcriptionally to interventions.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	0e21ccf60c9bc7348dbc607424b8c8e836f9a607194a85fbd8a77fbea412bd26
SF-2026-ARXIV-2606-27755	2606.27755	core_daily_semantic_review_required	Drop-Then-Recovery: How Redundant Are Vision-Language-Action Models?	closure	—	《Drop-Then-Recovery: How Redundant Are Vision-Language-Action Models?》的摘要问题为：Vision-Language-Action (VLA) models enable instruction-driven robotic manipulation, but they inherit oversized language backbones from pretrained VLMs whose capacity far exceeds what is needed for short robotic instructions.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	c5038256dfbcfccd3d030af725a7c8c915f8e4e0bda9b27641065bea16faa7b4
SF-2026-ARXIV-2606-27757	2606.27757	core_daily_semantic_review_required	Towards Reliable and Robust LLM Planning: Symbolic Feedback-Driven Iterative Self-Refinement Framework	retain	AGENT-PLANNING	把 symbolic verifier、reachability recognizer 与 revision loop 放到 long-horizon plan 的显式控制流。	f8ef5031991ed734687c6eab772853e1689a8ccb4d7dd26bd83081b667a56644
SF-2026-ARXIV-2606-27759	2606.27759	core_daily_semantic_review_required	Layerwise Progressive Freezing: A Training Scaffold for Depth-Scalable Binary Networks	closure	—	《Layerwise Progressive Freezing: A Training Scaffold for Depth-Scalable Binary Networks》的摘要问题为：Training binary neural networks (BNNs) from scratch is dominated by the straight-through estimator (STE), whose forward/backward mismatch produces severe accuracy degradation as networks deepen.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	fa49c28f0052b47e9abdeb15159797db37284353fd14cdf3774b84b043020091
SF-2026-ARXIV-2606-27760	2606.27760	not_routed_by_keyword_contract	PixelU: A U-Shaped Transformer for Efficient End-to-End Pixel Diffusion	closure	—	《PixelU: A U-Shaped Transformer for Efficient End-to-End Pixel Diffusion》的摘要问题为：End-to-end pixel-space diffusion models bypass the lossy compression of Latent Diffusion Models (LDMs) but struggle to jointly model low-frequency semantics and high-frequency signals in high-dimensional space.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	6076e3494b6df9c82cc3f002367d774841f0a4d85a9bc141cb613f2c777f1167
SF-2026-ARXIV-2606-27766	2606.27766	core_daily_semantic_review_required	RS-Diffuser: Risk-Sensitive Diffusion Planning with Distributional Value Guidance	closure	—	《RS-Diffuser: Risk-Sensitive Diffusion Planning with Distributional Value Guidance》的摘要问题为：Offline reinforcement learning enables policy learning from fixed datasets without additional environment interaction, making it appealing for safety-critical applications where online exploration is costly or unsafe.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	5d8dd302430f1630dd7442ff33910bedb2db5e2a7c5f0545bf1518695143fce0
SF-2026-ARXIV-2606-27767	2606.27767	core_daily_semantic_review_required	Difference of Convex Programming in the Wasserstein Space with Applications to MMD Optimization	closure	—	《Difference of Convex Programming in the Wasserstein Space with Applications to MMD Optimization》的摘要问题为：Optimizing functionals over the space of probability measures is now ubiquitous in machine learning.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	3d47a67315aad9257948629af50d3d11e72346a74bdcc739c6641a0acf364d08
SF-2026-ARXIV-2606-27771	2606.27771	core_daily_semantic_review_required	NormGuard: Reward-Preserving Norm Constraints in Flow-Matching Reinforcement Learning	closure	—	《NormGuard: Reward-Preserving Norm Constraints in Flow-Matching Reinforcement Learning》的摘要问题为：Reinforcement learning (RL) post-training improves the reward alignment of flow-based generators, but often degrades perceptual quality in ways that are not captured by the reward proxy.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	bc1af76abccde16c62bb8ae0012451d8bc53b00c27aba18eda626948c0e40ad1
